State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Rate Used in Calculating State Mean and Median
Ohio,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,44.0,45,44.7,35.1,55.4,,"Rates include managed care population (5 MCOs) age 6 and older, representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,65.3,44,67.1,56.6,76.2,,"Rates include managed care population (5 MCOs) age 6 and older, representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,Medicaid & CHIP,Administrative,55.9,40,48.7,43,56.3,,"Rates include managed care population (5 MCOs), representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,Medicaid & CHIP,Administrative,65.5,40,61.1,53.1,66.2,,"Rates include managed care population (5 MCOs), representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1-17,APP-CH,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1-17,2018,Medicaid & CHIP,Administrative,75.1,28,63.5,57,69,,"Rate includes managed care population (5 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,Medicaid & CHIP,Administrative,3.5,39,2.9,3.6,1.9,,"Rate includes managed care population (5 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,Medicaid & CHIP,Administrative,70.8,44,44.5,50,37.5,,"Rate includes managed care population (5 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-11,2018,Medicaid & CHIP,Administrative,76.5,32,73,66.6,76.9,,"Rates include managed care population (5 MCOs), representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12-18,2018,Medicaid & CHIP,Administrative,67.4,32,63.8,59.7,67.7,,"Rates include managed care population (5 MCOs), representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-18,2018,Medicaid & CHIP,Administrative,72.6,31,69.6,64,72.6,,"Rates include managed care population (5 MCOs), representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2018,Medicaid only,Administrative,36.5,51,48,44.4,52.5,,None,"Mathematica analysis of FFY 2018 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.",Yes
Ohio,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,Medicaid & CHIP,Administrative,10.5,25,9.1,10.5,8.3,,"Rate includes managed care population (5 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Enrollment in Medicaid or CHIP,2018,Medicaid & CHIP,Hybrid,82.9,39,80.6,71.3,86.3,,"Rate includes managed care population (5 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population. Denominator is the sample size; measure-eligible population is 50,389.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,Medicaid & CHIP,Hybrid,50.4,47,48.9,40,57,,"Rate includes managed care population (5 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population. Denominator is the sample size; measure-eligible population is 368,336.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,Medicaid & CHIP,Administrative,94.6,45,95.7,94.6,96.7,,"Rates include managed care population (5 MCOs), representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,Medicaid & CHIP,Administrative,87.2,45,87.7,86,90.1,,"Rates include managed care population (5 MCOs), representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,Medicaid & CHIP,Administrative,90.9,45,91.1,89.2,93.8,,"Rates include managed care population (5 MCOs), representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,Medicaid & CHIP,Administrative,90.7,45,90.6,87.7,92.7,,"Rates include managed care population (5 MCOs), representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,Medicaid & CHIP,Administrative,52.3,44,50.1,44.6,58.5,,"Rate includes managed care population (5 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2018,Medicaid & CHIP,Hybrid,62.5,37,69.7,39.7,77.2,,"Rate includes managed care population (5 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population. Denominator is the sample size; measure-eligible population is 577,260.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,Medicaid & CHIP,Hybrid,58.1,47,63.2,57.3,69.5,,"Rate includes managed care population (5 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population. Denominator is the sample size; measure-eligible population is 54,744.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Ohio,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,Medicaid & CHIP,Hybrid,69.8,48,69.3,62.1,76.6,,"Rate includes managed care population (5 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population. Denominator is the sample size; measure-eligible population is 207,242.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,27.2,45,44.7,35.1,55.4,,Rates include FFS and PCCM populations. Rates exclude enrollees in home- and community-based services waivers.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,51.2,44,67.1,56.6,76.2,,Rates include FFS and PCCM populations. Rates exclude enrollees in home- and community-based services waivers.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,Medicaid & CHIP,Administrative,65.2,40,48.7,43,56.3,,Rates include FFS and PCCM populations. Rates exclude enrollees in home- and community-based services waivers.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,Medicaid & CHIP,Administrative,64.1,40,61.1,53.1,66.2,,Rates include FFS and PCCM populations. Rates exclude enrollees in home- and community-based services waivers.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1-17,APP-CH,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1-17,2018,Medicaid & CHIP,Administrative,53.6,28,63.5,57,69,,Rate includes FFS and PCCM populations. Rate excludes enrollees in home- and community-based services waivers.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Oklahoma,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,Medicaid & CHIP,Administrative,3.6,39,2.9,3.6,1.9,,Rate includes FFS and PCCM populations. Rate excludes enrollees in home- and community-based services waivers.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
